This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	no
intro	this is tutorial, learning player to user the controls.	Bon, on va vérifier que tu aies compris. Déplace le curseur avec DIRECTIONS jusqu'à la zone marquée 1 et appuie sur ACTION pour valider.	Well, we're going to check\nthat you have understood.\n Move the cursor with DIRECTIONS\n to the area marked 1.\n Then press ACTION to select.	CK RF	142	Bueno, comprobemos si lo has entendido. Mueve el cursor a la zona marcada con un 1. Después pulsa ACCIÓN para validar.	HAM miguelsky	118	Bene, vediamo se hai capito tutto. Sposta il cursore con le DIREZIONI fino all'area contrassegnata con 1 e premi AZIONE per convalidare.	Mr. DVG Parsec	136	Για να δούμε, τώρα, αν κατάλαβες. Μετακίνησε τον κέρσορα με τις ΚΑΤΕΥΘΥΝΣΕΙΣ στην περιοχή 1. Έπειτα, πάτησε το ACTION για επικύρωση.	msg/SK	132	Okay, wir testen, ob Du das verstanden hast: Bewege den Cursor mit den RICHTUNGEN in den Bereich mit der 1 und drücke dann AKTION.	Phoenix Yth Dissident	130	No dobra, czas sprawdzić co zrozumiałeś. Przesuń kursor KIERUNKAMI do strefy oznaczonej numerem 1 i naciśnij klawisz AKCJI by wybrać wskazany obszar.	PS2 SP	149	Vel, vil vi sjekke at du har forstått. Flytter markøren med veibeskrivelse til området merket en og presser ACTION for å bekrefte.
	"susucre" is name of sugar when we speak to a dog.	BRAVO. Je sais pas trop ce qu’on fait dans ces cas là, on donne un SUSUCRE ? Sur une image, tu peux avoir jusqu'à 9 zones maximum.	WELL DONE. I'm not sure\n what we do in these cases,\n do we hand out prizes? \nOn an image, you can\n have up to 9 zones.	CK RF	122	¡BRAVO! No estoy seguro de que es lo que se hace en estos casos. ¿Darte un CARAMELO? Sobre una imagen, puedes tener hasta nueve zonas.	HAM miguelsky	134	BRAVO! Non so bene cosa si faccia in questi casi. Vuoi uno zuccherino? Comunque, su un'immagine puoi avere un massimo di nove zone.	Mr. DVG Parsec	131	ΜΠΡΑΒΟ! Δεν είμαι σίγουρος τι κάνουμε σε αυτές τις περιπτώσεις, να σου κάνω πατπατ το κεφαλάκι; Στην κάθε εικόνα, μπορούμε να έχουμε ως και 9 περιοχές.	msg/SK	151	FEIN GEMACHT! Du erwartest jetzt aber kein Leckerli, oder? Auf einem Bild können maximal 9 solcher Zonen sein.	Phoenix Yth Dissident	110	DOBRA ROBOTA, ale nie spodzie--wałeś się chyba, że w takich przypadkach rozdajemy medale czy batoniki? Nic z tego. Zapa--miętaj: na obrazie może być do 9 stref.	PS2 SP	160	BRA GJORT. Jeg er ikke sikker på hva vi gjør i disse tilfellene gir vi en SUSUCRE? På et bilde, kan du ha opptil 9 soner.
		Tu vas devoir trouver l’ordre logique pour que je puisse progresser, zone après zone. Chaque erreur me mènera à la MORT. Ça craint grave ça.	You'll have to find the\n logical order so I can \nprogress, area after area. \nEvery mistake will lead me\n to DEATH. It sucks!	CK RF	128	Zona tras zona, deberás hallar el orden lógico para que yo pueda progresar. Cualquier error me conducirá a la MUERTE. Esto apesta seriamente.	HAM miguelsky	141	Zona dopo zona, devi trovare l'ordine logico affinché io possa avanzare. Ogni tuo errore mi porterà alla MORTE... il che è un vero schifo.	Mr. DVG Parsec	138	Θα πρέπει να βρεις τη λογική σειρά, ούτως ώστε να μπορώ να προχωρήσω στην κάθε περιοχή. Κάθε λάθος θα οδηγεί σε ΘΑΝΑΤΟ. Το στανιό μου μέσα.	msg/SK	139	Du wirst die logische Reihenfolge finden müssen, damit ich vorwärts kommen kann, Zone für Zone. Jeder Fehler wird mich KILLEN. Scheiß Aussichten!	Phoenix Yth Dissident	145	Twoim zadaniem będzię znaleźć LOGICZNĄ KOLEJNOŚĆ abym ja mógł iść do przodu, obszar po obszarze. Każda Twoja pomyłka doprowadzi mnie do śmierci. Makabra!	PS2 SP	153	Du må finne den logiske for meg å flytte, område etter område. Hver feil vil føre meg til døden. Det frykter at alvorlige.
		A chaque mort, on recommencera tout. Donc sois concentré, sinon ça va durer des lustres cette merde. Allez, maintenant va actionner le CAILLOU ma couille.	After each death, we'll restart\n at the beginning. So concentrate! Otherwise this shit will last for \nfucking ever! Come on, now\n action the BOULDER buddy.	CK RF CT	158	Tras cada muerte tendremos que volver a empezar. Por tanto, concéntrate o si no esta mierda nos va a entretener durante años. Vamos, ahora acciona la PIEDRA, colega.	HAM miguelsky	165	Ad ogni morte, ricominceremo da capo. Quindi concentrati, altrimenti staremo qui per secoli! Dai, ora devi azionare il SASSO, amico mio.	Mr. DVG Parsec	136	Με κάθε θάνατο, θα ξεκινάμε πάλι από την αρχή. Για αυτό συγκεντρώσου, αλλιώς θα μας πάρει αιώνες. Άντε, πατα ACTION στην πέτρα, φιλαράκο.	msg/SK	137	Nach jedem Tod werden wir neu starten müssen. Also konzentriere Dich, sonst dauert der Quatsch hier ewig! Na los, drücke auf dem Stein AKTION!	Phoenix Dissident Yth	142	Po każdej śmierci trzeba będzie zaczynać od nowa. Skoncentruj się więc, bo inaczej ten caly dym będzie trwał pieprzone wieki! No to ruszaj i do dzieła koleś!	PS2 SP	157	Med hver død, begynner vi alle igjen. Så være konsentrert, ellers vil det vare i evigheter denne dritten. Kom igjen, nå vil operere rullestein min testikkel.
	Einstein refer to Albert Einstein, very clever guy.	OK tu as réussi Einstein. Je sens que ça ne vas pas être une partie de plaisir avec toi à mes côtés. Allez, on continue. Parfois je serai face à des pièges...	OK, you got it Einstein.\n I feel it's not going to be a\n picnic with you by my side. \nCome on, continue. Sometimes I'll have to deal with traps...	CK RF	149	Vale, Einstein, lo lograste. Aunque creo que esto no va a ser muy divertido teniéndote a mi lado. Sigamos. A veces me enfrentaré a trampas...	HAM miguelsky robcfg	141	OK Einstein, ce l'hai fatta. Sento che non sarà una passeggiata con te al mio fianco, purtroppo. Andiamo avanti. A volte dovrò affrontare delle trappole...	Mr. DVG Parsec	155	Οκ, Αϊνστάιν, το χουμε. Δεν τη βλέπω την υπόθεση να είναι περίπατος, με σένα στο πλευρό μου. Κάποια στιγμή, θα χρειαστεί να αντιμετωπίσω παγίδες...	msg/SK	147	Okay, du hast es geschafft, Einstein. Ich habe das Gefühl, das wird kein Spaß mit dir an meiner Seite. Manchmal werde ich mit Fallen konfrontiert...	Phoenix Yth Dissident	148	OK, udało ci się! Coś jednak czuję, że z Tobą to nie będzie bułka z masłem. No dawaj, idziemy dalej. Wiedz też, że czasami stanę twarzą w twarz z pułapkami...	PS2 SP	158	OK du klarte Einstein. Jeg føler det ikke kommer til å være en cakewalk med deg ved min side. Kom igjen, fortsett. Noen ganger vil jeg takle fallgruvene ...
		Je devrai les éviter avec rapidité. De ton côté tu auras une séquence de DIRECTIONS qui va apparaître et tu devras la réussir pour que j'évite les pièges.	I will need to\n avoid them quickly.\n On your side you'll have a\n DIRECTIONS sequence\n to execute.	CK RF	101	Tendré que esquivarlas rápidamente. Por tu parte tendrás que realizar con éxito una secuencia de DIRECCIONES.	HAM miguelsky	109	Dovrò evitarle rapidamente. Si attiverà una sequenza di DIREZIONI che dovrai eseguire correttamente per farmele evitare!	Mr. DVG Parsec	120	Θα χρειαστεί να τις αποφύγω σβέλτα. Δίπλα σου θα έχεις μια ακολουθία από ΚΑΤΕΥΘΥΝΣΕΙΣ, που θα πρέπει να εκτελέσεις.	msg/SK	115	Ich muss schnell sein, um ihnen auszuweichen. Du wirst eine Sequenz von RICHTUNGEN bekommen, die Du dafür befolgen musst.	Phoenix Yth Dissident	121	Będę musiał ich unikać. Aby tak było, Ty musisz szybko i bezbłęd--nie wykonać sekwencję akcji KIERUN--KÓW, które będą wyświetlane. W ten sposób pokonam pułapki.	PS2 SP	160	Jeg vil unngå raskt. På din side har du en RUTE sekvens som vises, og du vil ha den suksessen som jeg unngå fallgruvene.
		Si tu foires, je meurs. Voyons voir si tu as compris. Va actionner la partie qui ressemble à une FLECHE et prépare-toi à faire la SEQUENCE rythmée.	If you it mess up, I die.\n Let's see if you understand all\n this so far. Select the part that\n looks like an ARROW and get ready to do the rhythmic SEQUENCE.	CK RF	160	Si te equivocas, muero. Veamos si lo entiendes. Selecciona la parte que parece una FLECHA y preparate para realizar la SECUENCIA rítmica.	HAM miguelsky	137	Se ti incasini, io muoio! Vediamo se hai capito. Seleziona la parte che sembra una FRECCIA e preparati ad eseguire la SEQUENZA ritmata.	Mr. DVG Parsec	135	Αν τα θαλασσώσεις, πέθανα. Για να δω αν κατάλαβες. Διάλεξε το σημείο που μοιάζει με ΒΕΛΟΣ και ετοιμάσου για τη ρυθμική ακολουθία κατευθύνσεων..	msg/SK	143	Vermasselst Du es, sterbe ich. Mal sehen, ob Du es kapiert hast. Wähle den Teil, der wie ein PFEIL aussieht, und mach Dich für die rhythmische SEQUENZ bereit.	Phoenix Yth Dissident	158	Ale jeśli coś spieprzysz, ja umrę. Zobaczymy, czy zrozumiałeś o co chodzi. Wybierz obszar wyglą--dający jak strzałka i przygo--tuj się na sekwencję rytmiczną.	PS2 SP	158	Hvis du rotet opp, dør jeg. La oss se om du forstått. Vil operere den delen som ser ut som en BOOM og gjør deg klar til å gjøre den rytmiske sekvensen.
	to check.	Après les deux icônes de départ,\n\nFAIS LA SEQUENCE AVEC LES DIRECTIONS.	After the warning icon, press\n ACTION to start the sequence.\nFOLLOW THE SEQUENCE\n WITH THE DIRECTIONS.	CK RF	105	Tras los dos iconos iniciales,\n\nSIGUE LA SECUENCIA CON LAS DIRECCIONES.	miguelsky robcfg trocoloco	73	Dopo le due icone di partenza,\n\nEFFETTUA LA SEQUENZA CON LE DIREZIONI.	Mr. DVG Parsec	72	Μετά τα δύο αρχικά εικονίδια,\n\nΑΚΟΛΟΥΘΗΣΕ ΤΗΝ ΑΚΟΛΟΥΘΙΑ ΚΑΤΕΥΘΥΝΣΕΩΝ.	msg/SK	71	Es erscheinen zwei Startsymbole, dann\nFOLGE DER SEQUENZ MIT DEN RICHTUNGEN.	Phoenix Yth Dissident	76	Cholera, spieprzyłeś! Czuję, że spędzimy tak całe wieki! Wciskaj przycisk AKCJI i spróbuj jeszcze raz. Skoncentruj się dobrze mój pajacyku! Ruchy, ruchy!	PS2 SP	153	Etter at de to start ikonene \ n \ NFAIS REKKEFØLGE med retninger.
		BRAVO mon gars, tu vois que t’es pas si con. Je pense que tu as compris les bases, on va pouvoir y aller. Maintenant c’est pour de vrai !!!!!!!!	WELL DONE dude! You see, you're\n not as thick as you look! I think you understand the basics now.\n We can start - now it's for real!	CK RF	134	¡BRAVO, muchacho! ¿Ves como no eres tan estúpido? Creo que ya has captado lo básico, podemos ir al lío. ¡¡Ahora es en serio!!	miguelsky robcfg trocoloco	125	BRAVO ragazzo mio! Vedi che non sei così stupido? Penso che tu abbia capito almeno le basi, quindi possiamo andare avanti. E da stavolta sarà tutto reale!	Mr. DVG Parsec	154	ΜΠΡΑΒΟ, μάγκα μου, τελικά δεν είσαι τόσο βλήμα όσο φαίνεσαι. Νομίζω οτι κατάλαβες τα βασικά. Οπότε, πάμε να ξεκινήσουμε, όμως τώρα στα αλήθεια!!!!!!!!	msg/SK	150	BRAVO, na guck, Du bist gar nicht so blöd! Ich denke, Du hast die Grundlagen verstanden, wir können gehen. Jetzt in echt!	Phoenix Yth Dissident	121	DOBRA ROBOTA stary! Jednak nie jesteś taki tępy na jakiego wy--glądasz. Myślę, że zrozumiales już pod--stawowe zasady i możemy zacząć grę. Tym razem już na poważnie!	PS2 SP	165	BRAVO mine gutter, ser du at du ikke er så dum. Jeg tror du forstår det grunnleggende, vil vi være i stand til å gå. Nå er det på ordentlig !!!!!!!!
		Alors déconne pas, je te confie mon cul... Allez, appuie sur ACTION, on va commencer le jeu. J'ai une connasse à aller buter ! GOOOOOOO	I'm not kidding, take care\n of my ass... Press ACTION,\n and we will start the game.\n I have a bitch to whack!\n GO GO GO!	CK RF	124	Así que no me jodas, te confío mi culo... Venga, pulsa ACCIÓN y empezamos el juego. ¡Hay una zorra esperando a que la mate! VAMOOOOOOOS	miguelsky robcfg trocoloco	135	Quindi da ora basta scherzare! Ti affido il mio culo... Forza, premi AZIONE e iniziamo il gioco. Ho una cagna da eliminare! GOOOOOOO!	Mr. DVG Parsec	133	Χωρίς πλάκα, το τομάρι μου και τα μάτια σου...πάτα ACTION για να αρχίσουμε το παιχνίδι. Έχουμε μια καριόλα να ξεκάνουμε! ΠΑΜΕΕΕΕΕΕΕΕΕΕ	msg/SK	134	Mach keinen Mist, mein Arsch liegt in Deinen Händen... Im übertragenen Sinne. Mach schon, drücke AKTION. Ich habe eine Schlampe zu killen! LOOOOOOS!	Phoenix Yth Dissident	148	Pamiętaj, nie żartuj sobie, powierzam Ci moją własną żyć! Dalej więc, naciśnij przycisk AKCJI i zaczniemy tę grę. Wiesz, mamy tę sukę do rozwalenia! NO TO JAZDA!	PS2 SP	161	Selv om ikke tuller, overlater jeg meg i ræva ... Kom igjen, basert på handlingen, vil vi starte spillet. Jeg har en tispe å få whacked! gooooooo
deaths		Oh merde, tu as raté. Je sens qu’on va y passer la nuit... Appuie sur ACTION et on va recommencer. Concentre-toi bien mon poulet, allez allez...	Oh SHIT, you well and truly\n fucked up! We'll be here all\n night at this rate... Press ACTION\n and we'll try again. Concentrate\n well my chicken, go go go...	CK RF	161	Mierda, fallaste. Me temo que se nos va a hacer de noche... Pulsa ACCIÓN y vamos a empezar de nuevo. Concéntrate bien, pollo, vamos allá...	miguelsky robcfg trocoloco	139	Oh merda, hai fatto una cazzata! Mi sa che ci passeremo la notte, qui... Premi AZIONE e riproviamo. Concentrati bene, pollo! Dai, andiamo...	Mr. DVG Parsec	140	Ρε ΓΑΜΩΤΟ, τα σκάτωσες. Όλη τη νύχτα θα φάμε, έτσι όπως πας. Πάτα ACTION να ξαναπροσπαθήσεις. Συγκεντρώσου, κουτορνίθι μου και πάμε, πάμε...	msg/SK	140	Oh Shit, du hast es verbockt. So hocken wir die ganze Nacht hier... Drück auf AKTION und wir fangen noch mal an. Konzentriere Dich, Du Huhn, mach schon...	Phoenix Yth Dissident	154	Cholera, spieprzyłeś! Czuję, że spędzimy tak całe wieki! Wciskaj przycisk AKCJI i spróbuj jeszcze raz. Skoncentruj się dobrze mój pajacyku! Ruchy, ruchy!	PS2 SP	153	Oh shit, savnet deg. Jeg føler vi vil tilbringe natten ... Presser ACTION og vi vil igjen. Konsentrer vel min kylling, go go ...
		NON. J’ai dit le CAILLOU putain! C’est petit un caillou, un peu comme ton cerveau, et tout dur, ah, tiens, comme ton cerveau aussi ! Recommence.	NO! I told you the fucking\n BOULDER! It's fat and round,\n like your head. And rock-solid\n like, ah, well, like your brain!\n Try again, dipshit.	CK RF	147	NO. ¡Dije la puta PIEDRA! ¡Es una roca pequeña, como tu cerebro, y muy dura... ¡Ah, vaya, como tu cerebro también! Empieza de nuevo.	miguelsky robcfg trocoloco	132	NO! Ho detto il SASSO, cazzo! E`piccolo, il sasso. Un po' come il tuo cervello. Ed è duro! Eh, già... anche questo, come il tuo cervello! Ricomincia!	Mr. DVG Parsec	149	ΟΧΙ, την γαμημένη ΠΕΤΡΑ, σου είπα! Είναι μια μικρή πέτρα, σαν το μυαλό σου και σκληρή, ερχφμ, πάλι σαν το μυαλό σου! Πάμε ξανά.	msg/SK	127	NEIN! Ich sagte STEIN! Das graue leblose Ding, ähnlich wie dein Hirn, und ganz hart, äh, auch so wie dein Hirn! Fang noch mal an.	Phoenix Yth Dissident	129	NIE! Tłumaczyłem przecież, że KAMYK! Tak, ten mały kamyk, taki maly jak Twoj ptasi móżdzek. I tak samo tępy. Zacznij jeszcze raz.	PS2 SP	129	NEI. Jeg fortalte jævla PEBBLE! Det er lite en stein, som hjernen din, og alle hardt, ah, vel, som hjernen din også! Starte på nytt.
